# ours, veh=rec392, demand_model=open-loop
sim_seconds,lane,pos,speed,binder,jy_arm,next_mouth_gap
369.0,e_d_4_2_d_5_2_2,49.519,0.000,10,5,Infinity
369.5,e_d_4_2_d_5_2_2,49.519,0.000,10,5,Infinity
370.0,e_d_4_2_d_5_2_2,49.519,0.000,10,5,Infinity
370.5,e_d_4_2_d_5_2_2,49.519,0.000,10,5,Infinity
371.0,e_d_4_2_d_5_2_2,49.519,0.000,10,5,Infinity
371.5,e_d_4_2_d_5_2_2,50.169,1.300,7,2,Infinity
372.0,e_d_4_2_d_5_2_1,50.169,0.000,10,5,Infinity
372.5,e_d_4_2_d_5_2_1,50.169,0.000,10,5,Infinity
373.0,e_d_4_2_d_5_2_1,50.169,0.000,10,5,Infinity
373.5,e_d_4_2_d_5_2_1,50.169,0.000,10,5,Infinity
374.0,e_d_4_2_d_5_2_1,50.819,1.300,1,2,Infinity
374.5,e_d_4_2_d_5_2_1,52.119,2.600,1,2,Infinity
375.0,e_d_4_2_d_5_2_1,54.069,3.900,1,2,Infinity
375.5,e_d_4_2_d_5_2_1,56.669,5.200,1,2,Infinity
376.0,e_d_4_2_d_5_2_1,59.919,6.500,1,2,Infinity
376.5,e_d_4_2_d_5_2_1,63.819,7.800,1,2,Infinity
377.0,e_d_4_2_d_5_2_1,68.369,9.100,1,2,Infinity
377.5,e_d_4_2_d_5_2_1,73.569,10.400,1,2,Infinity
378.0,e_d_4_2_d_5_2_1,79.419,11.700,1,2,Infinity
378.5,e_d_4_2_d_5_2_1,85.919,13.000,1,2,Infinity
379.0,e_d_4_2_d_5_2_1,92.864,13.890,3,2,Infinity
379.5,e_d_4_2_d_5_2_1,99.809,13.890,3,2,Infinity
380.0,e_d_4_2_d_5_2_1,106.754,13.890,3,2,Infinity
380.5,e_d_4_2_d_5_2_1,113.699,13.890,3,2,Infinity
381.0,e_d_4_2_d_5_2_1,120.644,13.890,3,2,Infinity
381.5,e_d_4_2_d_5_2_1,127.589,13.890,3,2,Infinity
382.0,e_d_4_2_d_5_2_1,134.534,13.890,3,2,Infinity
382.5,e_d_4_2_d_5_2_1,141.479,13.890,3,2,Infinity
383.0,e_d_4_2_d_5_2_1,148.424,13.890,3,2,Infinity
383.5,e_d_4_2_d_5_2_1,155.369,13.890,3,2,Infinity
384.0,e_d_4_2_d_5_2_1,162.314,13.890,3,2,Infinity
384.5,e_d_4_2_d_5_2_1,169.259,13.890,3,2,Infinity
385.0,e_d_4_2_d_5_2_1,176.204,13.890,3,2,Infinity
385.5,e_d_4_2_d_5_2_1,183.149,13.890,3,2,Infinity
386.0,e_d_4_2_d_5_2_1,190.094,13.890,3,2,Infinity
386.5,e_d_4_2_d_5_2_1,196.448,12.708,1,2,Infinity
387.0,e_d_4_2_d_5_2_1,201.865,10.833,1,2,Infinity
387.5,e_d_4_2_d_5_2_1,206.379,9.028,1,2,Infinity
388.0,e_d_4_2_d_5_2_1,209.993,7.228,1,2,Infinity
388.5,e_d_4_2_d_5_2_1,212.763,5.540,1,2,Infinity
389.0,e_d_4_2_d_5_2_1,214.783,4.040,1,2,Infinity
389.5,e_d_4_2_d_5_2_1,216.130,2.693,1,2,Infinity
390.0,e_d_4_2_d_5_2_1,216.914,1.568,1,2,Infinity
390.5,e_d_4_2_d_5_2_1,217.306,0.784,1,2,Infinity
391.0,e_d_4_2_d_5_2_1,217.502,0.392,1,2,Infinity
391.5,e_d_4_2_d_5_2_1,217.600,0.196,1,2,Infinity
392.0,e_d_4_2_d_5_2_1,217.649,0.098,1,2,Infinity
392.5,e_d_4_2_d_5_2_1,217.673,0.049,1,2,Infinity
393.0,e_d_4_2_d_5_2_1,217.686,0.025,1,2,Infinity
393.5,e_d_4_2_d_5_2_1,217.692,0.012,1,2,Infinity
394.0,e_d_4_2_d_5_2_1,217.695,0.006,1,2,Infinity
394.5,e_d_4_2_d_5_2_1,217.696,0.003,1,2,Infinity
